dataset_folder,model_folder,run_name,condition,epoch,value
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,45,1.74294
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,46,1.866822
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,47,1.487773
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,48,1.289289
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,49,1.903917
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,50,1.695146
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,51,1.517674
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,52,1.299152
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,53,1.336523
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,54,1.542148
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,55,1.350411
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,56,1.362234
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,57,1.34021
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,58,1.572538
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,59,1.705883
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,60,2.397119
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,61,1.489116
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,62,1.302622
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,63,1.24936
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,64,1.15292
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,65,1.440816
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,66,1.88474
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,67,1.460199
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,68,1.516613
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,69,1.464513
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,70,1.359694
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,71,1.258998
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,72,1.323877
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,73,1.331149
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,74,1.428662
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,75,1.50578
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,76,1.297141
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,77,1.294197
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,78,1.376019
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,79,1.31953
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,80,1.330658
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,81,1.275436
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,82,1.316754
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,83,1.237324
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,84,1.356958
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,85,1.184176
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,86,1.348981
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,87,1.211099
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,88,1.209163
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,89,1.195626
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,90,1.207324
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,91,1.141549
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,92,1.170227
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,93,1.206279
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,94,1.179999
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,95,1.139125
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,96,1.160034
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,97,1.143819
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,98,1.16459
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,99,1.16356
rawmaltf,resnet18,resnet18_seed42_cam_high_M8_area0.1,cam_high M8,100,1.146411
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,1,2.72086
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,2,2.574409
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,3,1.949503
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,4,2.623909
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,5,1.83485
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,6,1.879421
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,7,1.687376
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,8,2.736943
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,9,1.793924
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,10,2.100539
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,11,1.909913
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,12,2.18225
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,13,1.754349
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,14,1.7304
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,15,1.768403
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,16,2.056165
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,17,1.496216
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,18,1.768663
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,19,1.614699
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,20,2.446445
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,21,1.567587
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,22,1.942244
rawmaltf,resnet18,resnet18_seed42_cam_low_M4_area0.1,cam_low M4,23,1.765629
