dataset,architecture,comparison_key,comparison,condition,mode,M,cutout_area,condition_a,condition_b,M_a,M_b,metric,metric_label,difference_interpretation,n_paired_seeds,seeds_paired,seeds_missing,mean_paired_difference,sample_variance,sample_std,standard_error,ci95_low,ci95_high,min,max,seed_42_difference,seed_43_difference,seed_44_difference,seed_level_differences
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.01977266666666666,6.537694333333087e-06,0.0025568915372641615,0.0014762220173281397,-0.026124337359478708,-0.013420995973854611,-0.022506999999999944,-0.01744100000000004,-0.01937,-0.01744100000000004,-0.022506999999999944,42:-0.0193700000;43:-0.0174410000;44:-0.0225070000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.016256333333333317,0.01822423284933334,0.13499715867133405,0.07794064589872934,-0.3190951995138825,0.3516078661805491,-0.10193100000000005,0.163373,0.163373,-0.01267299999999999,-0.10193100000000005,42:0.1633730000;43:-0.0126730000;44:-0.1019310000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.05,High-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.016535356902356857,7.033603492101482e-06,0.0026520941710470015,0.0015311872835702238,-0.02312352404801571,-0.009947189756698005,-0.01956138888888892,-0.014614969696969626,-0.01956138888888892,-0.015429712121212025,-0.014614969696969626,42:-0.0195613889;43:-0.0154297121;44:-0.0146149697
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.002006666666666638,2.5986122333333945e-05,0.005097658514782443,0.0029431345157464313,-0.010656619092005843,0.014669952425339118,-0.0038720000000000976,0.005205000000000015,0.005205000000000015,-0.0038720000000000976,0.004686999999999997,42:0.0052050000;43:-0.0038720000;44:0.0046870000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.034145333333333396,5.886318633333337e-05,0.0076722347678713125,0.004429566808516508,-0.05320422105432132,-0.01508644561234547,-0.04229100000000008,-0.02705600000000008,-0.02705600000000008,-0.04229100000000008,-0.033089000000000035,42:-0.0270560000;43:-0.0422910000;44:-0.0330890000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.03615200000000004,1.1458272999999639e-05,0.0033850070900959188,0.0019543347546756708,-0.044560823767365795,-0.02774317623263428,-0.03841899999999998,-0.032261000000000095,-0.032261000000000095,-0.03841899999999998,-0.03777600000000003,42:-0.0322610000;43:-0.0384190000;44:-0.0377760000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.055553000000000054,0.015360881778999998,0.12393902443943956,0.07155622912321004,-0.3634346045791364,0.25232860457913625,-0.19723100000000005,0.03278999999999993,0.03278999999999993,-0.19723100000000005,-0.0022180000000000533,42:0.0327900000;43:-0.1972310000;44:-0.0022180000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.1,High-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.028673042087542105,3.982358082908444e-06,0.0019955846468913425,0.001152151333073401,-0.03363034916606129,-0.023715735009022923,-0.030573808080808174,-0.026594530303030273,-0.026594530303030273,-0.030573808080808174,-0.028850787878787865,42:-0.0265945303;43:-0.0305738081;44:-0.0288507879
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.2,High-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.005441666666666678,1.534420133333323e-05,0.0039171675140761125,0.0022615777187127008,-0.004289116878659037,0.015172450211992393,0.0030210000000000514,0.009960999999999998,0.009960999999999998,0.0030210000000000514,0.003342999999999985,42:0.0099610000;43:0.0030210000;44:0.0033430000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.2,High-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0539483333333333,2.0256596333333527e-05,0.004500732866248954,0.0025984993318794295,-0.06512877357731695,-0.04276789308934965,-0.057823999999999987,-0.049011999999999944,-0.057823999999999987,-0.049011999999999944,-0.055008999999999975,42:-0.0578240000;43:-0.0490120000;44:-0.0550090000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.2,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.05938999999999998,6.283945899999994e-05,0.007927134349813932,0.004576733150767403,-0.07908209338522477,-0.03969790661477518,-0.06778499999999998,-0.052032999999999996,-0.06778499999999998,-0.052032999999999996,-0.05835199999999996,42:-0.0677850000;43:-0.0520330000;44:-0.0583520000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.2,High-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.07604166666666667,0.013518184492333336,0.11626772764758644,0.06712720385540014,-0.3648667135864147,0.21278338025308136,-0.21028200000000002,-0.007237999999999967,-0.010605000000000031,-0.007237999999999967,-0.21028200000000002,42:-0.0106050000;43:-0.0072380000;44:-0.2102820000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.2,High-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.05329440067340069,1.4246130114894869e-05,0.003774404604026292,0.002179153514165143,-0.06267054149001909,-0.043918259856782285,-0.05681922727272726,-0.049312116161616126,-0.05681922727272726,-0.049312116161616126,-0.05375185858585868,42:-0.0568192273;43:-0.0493121162;44:-0.0537518586
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.3,High-saliency cutout M4,Random cutout M4,4,4.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.0015203333333333273,1.2473449333333107e-05,0.0035317770786578682,0.0020390724470808704,-0.010293753964252698,0.0072530872975860436,-0.005330999999999975,0.00164299999999995,-0.005330999999999975,0.00164299999999995,-0.0008729999999999571,42:-0.0053310000;43:0.0016430000;44:-0.0008730000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.3,High-saliency cutout M4,Random cutout M4,4,4.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.06719500000000005,2.264627099999997e-05,0.0047588098301991405,0.0027475001364877113,-0.0790165389626905,-0.0553734610373096,-0.07095600000000002,-0.06184500000000004,-0.06184500000000004,-0.06878400000000007,-0.07095600000000002,42:-0.0618450000;43:-0.0687840000;44:-0.0709560000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.3,High-saliency cutout M4,Random cutout M4,4,4.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.06567466666666671,6.296794433333311e-05,0.007935234359067986,0.0045814096932906695,-0.0853868815903458,-0.04596245174298764,-0.07042700000000002,-0.056514000000000064,-0.056514000000000064,-0.07042700000000002,-0.07008300000000006,42:-0.0565140000;43:-0.0704270000;44:-0.0700830000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.3,High-saliency cutout M4,Random cutout M4,4,4.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,0.02070666666666665,0.00032704272533333305,0.018084322639605084,0.01044098854408804,-0.024217281195526102,0.0656306145288594,-0.00017200000000000548,0.031467999999999996,0.030823999999999963,0.031467999999999996,-0.00017200000000000548,42:0.0308240000;43:0.0314680000;44:-0.0001720000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,4.0,0.3,High-saliency cutout M4,Random cutout M4,4,4.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M4 is higher than Random cutout M4,3,42;43;44,,-0.06614167340067338,2.0364302585077254e-05,0.004512682415712107,0.0026053984074786755,-0.07735179797111799,-0.05493154883022877,-0.0706827575757576,-0.06165793939393921,-0.06165793939393921,-0.06608432323232333,-0.0706827575757576,42:-0.0616579394;43:-0.0660843232;44:-0.0706827576
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.05,High-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.003878999999999966,1.2425409000000323e-05,0.0035249693615690227,0.0020351420097870585,-0.00487750932416744,0.012635509324167371,-0.0001380000000000825,0.006456000000000017,-0.0001380000000000825,0.006456000000000017,0.005318999999999963,42:-0.0001380000;43:0.0064560000;44:0.0053190000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.05,High-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.01520366666666669,2.076901233333319e-05,0.004557303186461615,0.002631160221482353,-0.02652463537646169,-0.0038826979568716904,-0.02032400000000001,-0.011592000000000047,-0.011592000000000047,-0.02032400000000001,-0.013695000000000013,42:-0.0115920000;43:-0.0203240000;44:-0.0136950000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.05,High-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.019082666666666654,5.872510533333381e-05,0.007663230737315288,0.004424368329051196,-0.038119187135791766,-4.614619754154253e-05,-0.026780000000000026,-0.011453999999999964,-0.011453999999999964,-0.026780000000000026,-0.019013999999999975,42:-0.0114540000;43:-0.0267800000;44:-0.0190140000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.05,High-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.05312133333333332,0.0008109985613333369,0.02847803647257544,0.01644180202343341,-0.12386469769411981,0.017622031027453168,-0.071714,-0.02033599999999991,-0.06731400000000004,-0.071714,-0.02033599999999991,42:-0.0673140000;43:-0.0717140000;44:-0.0203360000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.05,High-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.013441634680134706,6.192280383285897e-06,0.0024884293004395156,0.0014366953264681067,-0.019623235748613476,-0.007260033611655938,-0.016102893939394014,-0.011172626262626273,-0.013049383838383832,-0.011172626262626273,-0.016102893939394014,42:-0.0130493838;43:-0.0111726263;44:-0.0161028939
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.1,High-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.0005169999999999897,1.6633330000000289e-06,0.0012897026789148067,0.0007446101888460452,-0.0026867990617581963,0.0037207990617581757,-0.0004710000000001102,0.0019759999999999778,0.0019759999999999778,4.6000000000101515e-05,-0.0004710000000001102,42:0.0019760000;43:0.0000460000;44:-0.0004710000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.1,High-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.04113066666666668,4.528133333335692e-08,0.00021279411019423664,0.00012285673680260942,-0.04165927654065842,-0.040602056792674944,-0.041372000000000075,-0.04096999999999995,-0.04105000000000003,-0.04096999999999995,-0.041372000000000075,42:-0.0410500000;43:-0.0409700000;44:-0.0413720000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.1,High-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.04164766666666667,1.428158333333338e-06,0.0011950557867034233,0.0006899657801498415,-0.04461634981417375,-0.0386789835191596,-0.04302600000000001,-0.040900999999999965,-0.04302600000000001,-0.04101600000000005,-0.040900999999999965,42:-0.0430260000;43:-0.0410160000;44:-0.0409010000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.1,High-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.08416833333333333,0.01713800104233332,0.13091218828792575,0.0755821871482369,-0.24103557053269303,0.4093722371993597,-0.02658499999999997,0.22864199999999996,0.05044799999999999,-0.02658499999999997,0.22864199999999996,42:0.0504480000;43:-0.0265850000;44:0.2286420000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.1,High-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.03700288383838385,5.99599561863568e-06,0.0024486722154334335,0.0014137415627376501,-0.04308572283268603,-0.030920044844081666,-0.039608121212121206,-0.03474866161616169,-0.03665186868686865,-0.03474866161616169,-0.039608121212121206,42:-0.0366518687;43:-0.0347486616;44:-0.0396081212
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.2,High-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,7.699999999995673e-05,1.8800383000000217e-05,0.004335940843692429,0.002503356613296117,-0.010694074166140023,0.010848074166139938,-0.0033090000000001174,0.0049639999999999684,0.0049639999999999684,-0.0014239999999999808,-0.0033090000000001174,42:0.0049640000;43:-0.0014240000;44:-0.0033090000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.2,High-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.07082533333333334,3.13216323333334e-05,0.005596573267038805,0.0032311830822643176,-0.08472799204308103,-0.05692267462358565,-0.07482699999999998,-0.06442999999999999,-0.07482699999999998,-0.06442999999999999,-0.07321900000000003,42:-0.0748270000;43:-0.0644300000;44:-0.0732190000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.2,High-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.07090233333333329,7.117260033333288e-05,0.008436385501702306,0.0048707494403952825,-0.09185947670976387,-0.04994518995690271,-0.07979099999999995,-0.063006,-0.07979099999999995,-0.063006,-0.06990999999999992,42:-0.0797910000;43:-0.0630060000;44:-0.0699100000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.2,High-saliency cutout M8,Random cutout M8,8,8.0,maximum_validation_drawdown,Maximum validation drawdown,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.07691466666666667,0.008647250452333326,0.09299059335402332,0.053688144105048394,-0.15408677313078972,0.30791610646412304,0.020025000000000015,0.18422599999999995,0.020025000000000015,0.026493000000000044,0.18422599999999995,42:0.0200250000;43:0.0264930000;44:0.1842260000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.2,High-saliency cutout M8,Random cutout M8,8,8.0,validation_aulc,Normalized validation AULC,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.06792593265993274,6.956341109512758e-06,0.002637487651063557,0.0015227542053258584,-0.07447781519846192,-0.06137405012140357,-0.07097120202020213,-0.06637025252525258,-0.06637025252525258,-0.06643634343434351,-0.07097120202020213,42:-0.0663702525;43:-0.0664363434;44:-0.0709712020
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.3,High-saliency cutout M8,Random cutout M8,8,8.0,best_to_final_degradation,Best-to-final degradation,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,0.006663999999999966,9.107520099999993e-05,0.009543332803585963,0.005509845763116542,-0.017042952914063495,0.030370952914063425,-0.004331000000000029,0.012799999999999978,-0.004331000000000029,0.01152299999999995,0.012799999999999978,42:-0.0043310000;43:0.0115230000;44:0.0128000000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.3,High-saliency cutout M8,Random cutout M8,8,8.0,best_validation_accuracy,Best validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.06064600000000003,3.6798463000000483e-05,0.006066173670445026,0.003502307001582456,-0.07571521078134616,-0.04557678921865391,-0.06752000000000008,-0.05604300000000001,-0.05837500000000001,-0.05604300000000001,-0.06752000000000008,42:-0.0583750000;43:-0.0560430000;44:-0.0675200000
CIFAR-100,resnet18,cam_high_minus_random,High-saliency cutout minus random cutout,High-saliency cutout,cam_high,8.0,0.3,High-saliency cutout M8,Random cutout M8,8,8.0,final_validation_accuracy,Final validation accuracy,positive means High-saliency cutout M8 is higher than Random cutout M8,3,42;43;44,,-0.06731,0.000172656196000001,0.01313987047120332,0.007586307753666053,-0.0999512477662583,-0.03466875223374168,-0.08032000000000006,-0.05404399999999998,-0.05404399999999998,-0.06756599999999996,-0.08032000000000006,42:-0.0540440000;43:-0.0675660000;44:-0.0803200000
